ram,ssd,weight,screen,price
12,256,1.9,17.3,1325
32,512,1.9,11.6,1455
64,2048,2.7,12.5,3475
12,128,2.3,15.6,975
12,64,1.6,13.3,735
8,128,2.1,13.4,805
64,2048,2.8,15.6,3150
12,64,2.1,13.4,820
12,2048,2.9,17.3,2325
32,128,2.1,13.3,1400
8,256,1.7,16.0,1005
8,64,1.8,17.3,1105
32,128,2.0,16.0,1885
4,512,1.5,10.1,750
12,256,1.8,11.6,860
16,2048,2.2,12.5,2090
4,256,2.3,17.3,1150
16,2048,2.2,15.6,2020
64,2048,3.0,13.3,3440
4,64,2.1,15.6,775
64,128,2.1,13.4,1930
12,1024,2.0,14.0,1720
12,512,2.1,10.1,1030
4,512,2.2,13.3,830
16,1024,2.6,15.6,1575
4,64,1.9,12.5,640
12,512,2.2,15.6,1025
32,64,2.5,15.6,1625
8,512,2.2,14.0,935
8,2048,2.1,13.3,2075
8,1024,2.2,13.4,1505
16,512,2.0,12.5,1205
12,256,2.5,17.3,1120
4,256,2.1,11.6,705
4,2048,2.3,15.6,2145
12,1024,2.3,12.1,1635
4,128,1.8,16.0,875
4,64,1.9,17.3,905
16,512,1.6,10.1,1105
4,128,1.9,13.3,680
16,64,1.7,10.1,740
16,64,1.7,11.6,930
32,128,2.3,12.1,1470
32,1024,2.7,13.4,1995
8,128,1.6,13.3,880
16,2048,2.8,15.6,2355
16,64,2.0,10.1,840
64,256,2.4,14.0,1970
12,1024,2.4,12.5,1555
4,1024,1.8,14.0,1445
32,1024,2.7,14.0,2210
8,2048,2.6,13.3,2030
12,256,1.9,12.5,930
12,128,2.0,14.0,885
8,256,2.2,15.6,965
4,1024,1.7,10.1,1290
32,2048,2.1,12.1,2720
8,2048,2.0,15.6,1940
32,1024,2.1,12.1,1880
4,64,1.7,12.5,695
8,2048,2.3,13.3,1855
12,256,2.3,13.3,835
64,256,2.0,12.1,2070
8,512,2.4,16.0,1360
4,128,2.2,13.4,750
64,64,2.5,13.4,1780
12,256,1.7,12.5,875
32,128,2.0,16.0,1650
16,1024,2.0,11.6,1555
32,2048,2.5,11.6,2465
64,128,2.6,13.3,1790
8,2048,1.8,11.6,2085
32,256,2.2,12.1,1475
12,2048,2.3,12.5,1995
4,64,1.7,11.6,685
64,512,2.6,14.0,2375
16,128,2.3,13.4,900
12,1024,2.2,13.4,1645
64,64,2.0,12.5,1990
32,128,1.8,13.4,1615
12,512,2.2,16.0,1170
32,1024,2.5,13.4,2405
12,256,1.7,16.0,1235
4,2048,1.8,10.1,1645
4,128,2.0,13.3,735
4,128,2.0,13.3,795
4,64,1.4,10.1,570
32,1024,2.4,15.6,2180
8,256,2.2,12.5,900
8,512,2.1,12.5,980
16,128,2.2,16.0,1055
8,1024,1.8,13.4,1465
12,64,1.9,17.3,1185
16,1024,2.0,13.3,1750
4,1024,1.8,12.1,1360
32,64,2.4,13.4,1320
8,2048,2.6,17.3,2035
8,64,2.0,15.6,860
16,512,2.0,17.3,1255
32,1024,2.1,17.3,2695
4,2048,2.5,13.3,1795
4,64,1.9,10.1,645
32,512,2.3,13.4,1680
12,1024,1.9,12.1,1505
64,256,2.5,11.6,2060
12,2048,2.7,12.5,1820
32,256,2.3,12.5,1605
8,2048,2.1,11.6,1765
32,256,2.5,12.1,1360
32,1024,1.9,12.1,2085
4,1024,1.7,13.4,1520
16,2048,2.6,17.3,2510
12,64,1.6,13.4,830
32,512,1.9,13.4,1850
4,2048,2.4,12.1,1710
8,128,1.9,17.3,1085
64,64,2.2,13.4,1920
16,128,2.1,13.3,1015
4,256,1.8,15.6,930
32,2048,2.3,12.5,2870
8,2048,2.2,15.6,2285
32,512,1.8,12.5,1480
8,1024,2.1,12.1,1375
12,512,2.2,12.5,1035
64,256,2.2,14.0,2085
32,1024,2.3,16.0,2475
64,64,2.2,11.6,1760
8,1024,1.6,10.1,1445
4,1024,2.3,11.6,1195
8,2048,2.4,10.1,1710
64,256,2.6,12.1,1960
12,256,2.0,12.1,885
8,128,1.9,12.1,685
64,1024,2.8,15.6,2745
12,64,2.2,14.0,860
32,1024,2.3,12.5,2000
8,64,2.1,15.6,830
16,512,2.0,13.3,1050
16,2048,2.3,13.3,1955
16,1024,2.1,11.6,1515
64,1024,2.7,16.0,2910
16,64,1.4,10.1,875
12,256,1.7,11.6,980
12,256,1.6,14.0,985
12,2048,2.0,14.0,1995
12,256,2.0,13.4,990
64,2048,3.0,16.0,3045
32,512,2.1,17.3,2100
32,2048,2.1,12.5,2700
12,2048,2.4,16.0,2045
16,512,1.9,11.6,1185
4,256,1.8,16.0,1100
64,256,2.1,10.1,1780
4,2048,2.3,13.4,1800
32,1024,2.7,14.0,2105
32,2048,2.2,11.6,2735
16,256,1.8,13.3,1060
8,64,1.8,12.1,690
12,2048,2.2,15.6,2170
64,2048,2.6,15.6,3030
8,512,2.1,11.6,895
32,64,1.8,12.1,1565
64,2048,2.4,11.6,2850
4,2048,2.2,14.0,2100
64,512,2.0,11.6,1935
8,2048,2.2,13.3,2125
16,2048,1.9,10.1,2155
32,256,2.4,12.5,1700
8,1024,1.9,17.3,1940
16,64,1.9,16.0,1215
8,64,2.2,14.0,855
12,512,2.1,15.6,1185
32,64,2.1,12.1,1410
4,2048,1.8,13.3,1925
64,256,2.9,17.3,2205
8,256,1.7,13.3,785
12,1024,1.7,12.1,1530
12,512,1.9,17.3,1265
12,2048,2.1,10.1,1875
16,256,2.1,10.1,800
12,128,2.0,13.3,770
4,128,2.1,14.0,675
8,256,1.8,12.5,810
8,128,1.9,13.4,840
32,1024,2.5,12.5,1970
12,512,1.7,10.1,875
16,256,2.3,13.3,1020
16,1024,2.2,12.5,1515
32,512,2.7,16.0,2060
64,256,2.2,14.0,2055
8,2048,2.3,13.3,2155
4,128,1.5,12.5,630
32,2048,2.2,13.4,2600
16,128,1.9,16.0,1180
32,1024,2.6,15.6,1995
12,64,2.3,17.3,980
16,128,2.0,12.1,865
32,64,2.4,16.0,1870
4,128,1.7,11.6,735
4,1024,2.3,11.6,1350
4,1024,2.4,14.0,1495
64,1024,3.0,15.6,2970
32,256,1.7,12.5,1455
8,128,1.3,10.1,685
64,64,2.1,14.0,2085
64,1024,2.5,11.6,2730
4,128,2.0,12.1,735
32,64,2.4,13.3,1570
4,64,1.9,14.0,665
64,1024,2.8,13.3,2765
8,64,1.9,12.5,790
64,128,2.9,17.3,2470
12,128,2.1,14.0,805
16,2048,1.9,12.1,2145
64,256,2.8,14.0,2035
4,128,1.8,16.0,895
4,1024,1.9,15.6,1485
16,2048,2.6,15.6,1990
8,1024,2.1,12.1,1320
12,256,2.1,16.0,1245
64,512,2.7,17.3,2680
64,128,2.8,15.6,2015
16,1024,1.7,12.1,1565
64,2048,2.5,11.6,3150
4,2048,2.3,14.0,2090
16,512,2.2,13.3,1005
32,1024,2.6,12.5,2265
64,512,2.1,11.6,1925
64,1024,3.0,15.6,2610
12,64,1.9,17.3,1105
12,256,1.5,12.5,910
8,256,1.7,13.3,815
4,512,1.8,12.1,910
64,2048,2.6,12.5,3020
32,1024,2.0,13.4,1980
32,64,2.6,15.6,1575
8,2048,2.5,10.1,2060
4,256,1.9,11.6,800
16,2048,2.3,13.4,2055
4,64,1.6,16.0,1060
12,256,1.7,10.1,930
32,2048,2.2,11.6,2510
64,256,2.4,15.6,1990
16,64,2.1,13.3,885
4,2048,1.8,12.1,1760
64,128,2.3,12.5,2000
8,512,1.6,10.1,830
4,2048,2.5,14.0,2010
16,2048,2.3,12.5,1965
32,2048,2.7,16.0,2690
8,512,1.5,11.6,940
8,1024,1.9,13.4,1485
16,1024,2.0,17.3,1970
32,64,2.1,13.3,1315
16,512,2.2,11.6,1170
32,128,2.1,16.0,1615
12,128,2.3,14.0,880
4,2048,2.0,13.4,1700
32,1024,2.5,14.0,2060
8,512,2.4,17.3,1300
16,512,1.7,11.6,1050
12,64,1.6,12.1,710
8,2048,2.5,11.6,1755
16,2048,2.2,11.6,2275
64,512,2.7,10.1,2055
64,1024,2.5,13.4,2580
12,64,2.0,10.1,680
16,256,2.5,17.3,1170
8,2048,2.4,12.5,2095
16,256,1.9,11.6,940
32,512,2.5,13.4,1765
4,512,2.0,13.4,860
16,1024,1.6,10.1,1310
32,1024,2.1,15.6,2080
12,512,1.8,13.4,990
8,1024,2.1,17.3,1840
32,2048,2.6,16.0,2605
32,64,2.2,15.6,1620
4,128,1.8,15.6,770
4,2048,2.6,13.3,2075
8,2048,2.4,13.3,2080
64,64,2.6,12.1,2080
32,512,1.8,12.1,1565
16,1024,2.5,16.0,1635
8,64,1.7,16.0,920
4,1024,1.7,13.4,1245
32,64,1.9,10.1,1265
12,128,1.9,13.4,970
16,128,1.9,17.3,1105
4,64,2.0,10.1,560
16,64,2.0,17.3,1040
8,512,2.2,12.1,910
64,256,2.2,13.4,1865
64,64,2.4,17.3,2365
64,128,2.3,16.0,2175
32,64,2.3,16.0,1615
64,512,2.7,12.5,1935
8,256,2.1,12.1,820
16,1024,2.0,12.1,1590
12,512,1.9,13.3,1120
16,128,2.3,12.5,885
32,256,1.9,12.5,1405
32,512,2.3,11.6,1480
16,256,2.0,11.6,890
8,512,1.6,12.1,1055
8,128,1.4,10.1,715
4,128,1.7,13.3,735
12,2048,2.1,12.5,2160
32,512,2.1,13.3,1525
32,1024,2.3,11.6,2255
64,64,2.1,14.0,2175
16,512,2.5,16.0,1500
32,512,2.2,13.4,1620
4,256,1.8,14.0,830
12,1024,2.2,14.0,1360
4,2048,1.9,14.0,1820
64,256,2.2,12.5,2155
16,64,2.4,17.3,1310
4,512,1.6,12.1,870
64,2048,3.0,16.0,2990
4,256,2.0,14.0,910
12,2048,2.2,15.6,2300
4,256,2.1,12.5,865
32,512,2.3,13.4,1640
12,64,1.7,13.3,840
64,64,2.9,16.0,2140
4,1024,1.9,11.6,1335
8,1024,1.8,11.6,1275
16,512,2.3,17.3,1410
64,128,2.3,15.6,2045
32,128,2.2,10.1,1455
32,1024,1.9,10.1,1885
16,64,1.8,17.3,1210
16,64,1.5,10.1,780
64,256,2.7,17.3,2235
16,64,1.7,16.0,1090
16,128,2.4,16.0,1255
12,1024,1.8,10.1,1325
16,512,2.1,11.6,1170
32,256,2.4,12.1,1440
8,64,1.7,12.5,765
8,64,2.0,16.0,940
12,256,2.2,15.6,925
8,1024,2.1,15.6,1685
64,1024,2.2,11.6,2460
16,1024,1.7,11.6,1660
12,1024,1.9,13.4,1445
12,256,2.2,13.3,965
16,1024,2.1,12.5,1490
12,256,1.7,15.6,1055
4,1024,2.1,14.0,1335
16,256,1.7,10.1,860
32,2048,3.0,16.0,2845
4,128,1.8,13.4,780
32,256,2.2,15.6,1665
8,256,2.0,17.3,1135
8,2048,2.8,17.3,2270
8,64,2.0,16.0,1015
8,128,1.7,17.3,1110
4,256,2.0,12.5,810
12,1024,1.9,14.0,1390
8,1024,1.5,10.1,1510
12,256,1.9,16.0,1300
8,64,1.9,13.3,675
64,2048,3.0,13.3,2900
4,64,1.5,13.4,730
32,512,2.5,13.3,1865
4,128,2.1,13.4,775
4,128,1.8,17.3,1115
16,128,1.6,12.1,895
8,64,1.9,15.6,875
8,1024,2.1,15.6,1685
64,256,2.2,14.0,1860
16,1024,2.3,11.6,1650
8,1024,2.5,14.0,1645
64,2048,3.0,17.3,3790
12,1024,2.1,17.3,1865
64,512,2.8,17.3,2570
12,128,1.8,12.1,760
16,512,2.2,10.1,1000
64,128,2.5,16.0,2310
16,512,1.8,13.4,1110
16,64,1.8,13.4,815
12,64,1.7,17.3,1045
8,128,1.5,12.1,705
8,64,1.6,13.4,865
16,64,1.9,17.3,1060
8,2048,2.4,13.4,1985
16,1024,2.5,13.4,1550
12,2048,1.9,13.3,2075
8,1024,2.3,10.1,1380
4,2048,2.1,10.1,1800
32,256,2.1,12.1,1435
8,256,2.0,15.6,960
64,2048,3.0,11.6,2930
8,512,1.7,14.0,1030
16,2048,2.4,17.3,2220
12,128,1.8,12.1,880
16,256,2.4,17.3,1420
12,2048,2.2,12.5,2160
64,256,3.0,17.3,2175
32,1024,2.4,13.4,2100
32,128,2.0,17.3,1615
8,2048,2.4,16.0,2325
4,64,1.7,13.4,720
16,512,2.4,17.3,1260
16,2048,2.9,17.3,2575
16,1024,2.3,14.0,1745
64,256,2.1,13.3,2070
4,1024,1.7,13.4,1385
64,64,2.4,13.4,1710
8,256,2.2,12.5,805
12,512,1.8,11.6,1010
16,1024,2.1,12.1,1450
16,256,1.8,14.0,1065
32,2048,2.4,13.3,2685
4,64,2.0,16.0,1050
12,64,2.2,13.3,910
64,2048,3.0,13.3,2855
64,2048,2.4,12.5,3435
4,1024,2.2,12.1,1240
8,256,2.0,12.5,805
32,128,2.1,12.1,1385
4,256,1.7,13.4,820
32,64,2.0,12.5,1490
64,64,2.5,14.0,2020
32,256,2.4,17.3,1945
8,1024,1.8,13.4,1635
64,256,2.7,16.0,2280
16,1024,2.4,17.3,2005
8,256,2.0,12.1,850
32,128,2.0,17.3,1930
16,256,1.6,10.1,920
4,64,2.2,13.4,760
8,256,1.8,10.1,695
16,256,1.6,13.3,940
64,1024,2.7,17.3,3060
32,256,2.4,14.0,1670
12,512,2.5,15.6,1020
4,128,2.2,13.3,695
32,64,2.0,14.0,1540
32,2048,2.7,15.6,2870
32,64,2.1,14.0,1560
4,256,1.4,12.5,705
64,64,2.2,10.1,1950
32,512,2.5,14.0,1680
12,1024,2.0,16.0,1890
16,512,2.0,17.3,1525
16,2048,2.3,17.3,2530
32,1024,2.6,11.6,2070
32,512,2.1,13.3,1800
8,256,1.7,12.5,825
32,256,1.9,11.6,1355
8,128,2.3,16.0,940
32,1024,2.4,13.4,2365
16,2048,2.2,12.5,2150
32,2048,2.3,14.0,2420
32,2048,2.4,13.3,2715
4,128,2.0,13.3,820
8,256,2.2,12.1,760
8,128,1.7,16.0,1045
4,512,2.3,13.4,885
12,128,1.7,16.0,1010
4,64,2.0,10.1,640
32,2048,2.4,16.0,2730
12,1024,2.0,13.4,1445
8,64,1.8,12.5,750
16,128,2.0,12.1,895
64,2048,2.4,10.1,2835
16,128,1.8,15.6,965
16,1024,2.0,17.3,1700
64,512,2.4,12.5,1970
12,1024,2.4,17.3,1915
64,1024,2.4,14.0,2415
8,128,2.2,17.3,1150
4,64,1.7,13.4,745
12,2048,2.4,14.0,2200
8,512,1.9,12.5,1055
32,1024,2.4,13.3,2020
16,1024,2.5,12.5,1655
8,128,1.6,13.4,880
8,256,2.1,11.6,880
12,1024,2.3,16.0,1565
4,128,2.2,12.5,765
32,256,2.1,12.1,1615
8,512,2.0,15.6,1080
16,1024,2.2,17.3,1825
16,64,2.1,15.6,890
32,2048,2.8,16.0,2985
64,2048,3.0,14.0,3055
32,256,2.0,13.4,1445
4,2048,2.2,11.6,1865
12,1024,1.7,13.4,1560
32,512,2.0,13.4,1610
4,2048,2.3,17.3,2335
16,128,1.9,15.6,970
16,128,2.3,17.3,1065
12,128,2.2,17.3,1015
64,2048,3.0,15.6,3480
4,512,1.5,11.6,825
12,512,1.7,13.3,1100
16,64,1.7,12.1,835
4,512,2.2,11.6,855
8,2048,2.2,16.0,2345
16,64,1.6,12.1,775
12,128,1.7,12.1,885
32,512,2.1,15.6,1805
64,2048,2.4,12.5,3065
32,512,1.8,10.1,1560
8,128,2.1,14.0,885
4,2048,2.4,17.3,2080
32,2048,2.6,14.0,2465
16,256,1.9,13.3,965
8,256,1.8,11.6,815
16,64,1.9,12.5,920
8,2048,2.0,14.0,2085
8,128,2.0,10.1,655
4,128,2.4,17.3,975
16,128,2.2,13.3,950
16,128,2.1,14.0,1035
16,128,1.6,11.6,775
16,1024,2.3,13.4,1685
8,128,2.4,17.3,1185
12,512,2.2,15.6,1085
4,128,1.8,14.0,720
64,1024,2.9,15.6,3020
32,256,2.0,14.0,1425
16,256,2.1,10.1,990
64,64,2.5,15.6,1815
32,512,2.0,15.6,1640
8,2048,2.2,11.6,1805
16,128,2.1,10.1,785
32,1024,2.4,13.3,2285
12,256,2.2,11.6,790
64,2048,2.9,16.0,3085
16,1024,2.5,17.3,1700
4,128,1.5,10.1,690
32,512,2.5,16.0,2115
16,256,2.1,13.4,1035
16,256,1.8,12.5,855
64,256,2.1,12.1,2210
12,2048,2.4,15.6,2045
16,512,2.1,12.1,1150
8,1024,2.3,14.0,1610
8,1024,1.6,12.5,1460
8,2048,2.2,12.5,1900
8,2048,1.8,12.1,2050
16,64,1.8,15.6,885
64,2048,2.9,12.5,2965
64,64,2.2,13.3,2170
8,1024,2.0,17.3,1820
32,256,2.4,15.6,1610
4,128,2.2,13.3,765
32,2048,2.4,13.4,2910
64,128,2.1,13.3,2195
8,1024,2.0,17.3,1875
64,1024,2.4,13.4,2660
4,2048,2.3,13.3,1905
16,128,2.0,16.0,1180
64,256,2.2,13.3,1865
16,256,1.6,12.5,990
16,2048,2.2,10.1,1805
4,256,2.0,17.3,1040
12,64,1.5,10.1,805
64,128,2.4,10.1,2025
12,128,2.0,16.0,1050
64,1024,2.7,13.3,2325
8,512,1.9,12.5,945
4,1024,1.6,10.1,1420
4,512,1.5,12.5,915
12,256,2.1,17.3,1085
64,256,2.4,14.0,2195
64,2048,3.0,14.0,2840
12,512,1.7,13.3,1095
64,256,2.8,13.3,1860
16,256,1.9,16.0,1230
12,128,1.7,14.0,785
64,1024,2.8,10.1,2705
64,128,2.7,13.3,1900
64,2048,3.0,11.6,3365
12,512,2.1,15.6,1250
32,256,2.4,11.6,1495
12,2048,2.0,13.3,1805
64,256,2.3,11.6,1990
64,512,2.3,12.1,2245
16,512,1.6,10.1,1120
4,2048,2.2,12.5,2075
64,2048,3.0,13.4,3045
4,1024,2.3,14.0,1465
64,1024,3.0,17.3,3180
12,1024,2.5,17.3,1910
8,128,2.0,12.1,765
64,64,2.3,15.6,1835
12,256,1.7,10.1,930
12,128,1.8,15.6,820
32,1024,1.9,12.1,1925
8,1024,1.9,13.3,1325
16,128,2.1,16.0,1125
4,128,2.1,15.6,890
12,2048,2.0,14.0,2310
16,1024,2.0,14.0,1745
8,2048,2.2,10.1,1990
8,64,2.1,12.1,715
4,64,1.6,13.4,700
8,256,1.8,17.3,1185
16,64,2.3,13.3,910
64,64,2.7,16.0,2125
64,1024,2.5,13.3,2900
4,512,1.6,12.1,935
32,64,2.6,17.3,1595
64,256,2.4,13.3,2105
16,512,2.6,17.3,1470
8,128,2.0,13.4,740
8,2048,2.2,13.4,1900
4,1024,1.7,13.3,1310
4,2048,1.9,15.6,2170
32,64,2.1,16.0,1540
4,256,2.2,13.3,860
64,128,2.2,14.0,2165
8,256,2.2,13.4,795
8,1024,2.0,12.5,1445
32,2048,2.5,16.0,2660
12,2048,1.9,13.4,2260
8,64,2.4,17.3,1080
4,128,1.5,12.5,795
16,128,2.0,13.4,995
4,128,2.2,14.0,810
12,256,1.5,11.6,900
16,512,1.9,13.3,1170
4,128,1.7,13.4,830
16,2048,2.7,13.3,1910
64,1024,2.7,12.5,2610
8,2048,1.9,13.4,2085
8,512,1.7,12.1,860
16,512,1.7,10.1,1015
4,512,1.9,12.5,975
4,64,1.8,17.3,870
8,256,1.5,13.3,960
32,64,1.8,14.0,1355
64,1024,2.7,12.5,2485
4,512,1.8,13.4,830
4,1024,1.8,12.5,1330
32,64,2.4,13.4,1475
64,64,2.4,16.0,2405
8,2048,2.6,15.6,2025
8,1024,2.6,16.0,1590
16,512,1.7,10.1,1070
16,2048,2.6,13.4,2040
12,256,2.5,17.3,1155
64,256,2.9,15.6,1920
8,1024,2.3,17.3,1725
16,1024,2.1,12.5,1450
4,64,1.6,12.5,675
8,128,1.4,12.5,745
4,64,1.5,11.6,685
12,256,1.7,10.1,770
8,2048,2.7,14.0,1780
16,256,2.0,17.3,1305
8,512,2.5,17.3,1130
32,1024,2.3,11.6,1865
64,256,2.2,10.1,2000
16,2048,2.0,12.5,1940
8,256,1.7,16.0,1065
4,1024,2.3,13.4,1460
32,256,2.2,14.0,1390
32,2048,2.1,11.6,2380
12,1024,2.6,17.3,1610
64,256,2.1,11.6,1935
16,128,2.1,12.5,835
64,256,1.9,10.1,2010
64,512,2.5,12.5,2385
16,64,1.7,13.3,965
4,2048,2.0,16.0,2120
64,64,2.4,13.4,2040
12,1024,1.9,15.6,1715
16,2048,2.3,14.0,2090
12,64,2.2,12.5,880
4,512,1.7,12.5,830
8,512,1.6,12.5,1090
8,64,2.0,12.1,815
8,256,2.0,16.0,1025
4,256,1.7,12.1,815
12,128,1.7,12.1,925
32,2048,2.3,12.5,2955
4,256,1.4,10.1,710
32,256,1.7,12.5,1545
4,2048,2.2,11.6,1655
16,512,2.4,14.0,1090
32,2048,2.9,16.0,2570
32,1024,2.5,12.5,2270
12,2048,2.1,13.3,1825
16,512,2.2,13.3,1000
16,1024,2.3,15.6,1835
16,256,2.4,14.0,1065
8,64,1.7,11.6,645
16,2048,2.4,12.1,2110
12,64,1.7,13.3,770
16,2048,1.8,10.1,1875
32,2048,2.0,10.1,2375
12,2048,2.5,13.3,2300
8,256,2.0,13.4,845
16,512,2.2,12.5,1160
12,128,1.7,13.4,785
8,512,1.9,11.6,955
64,128,2.5,12.5,1925
8,128,1.6,12.1,825
32,1024,2.2,16.0,2505
12,256,2.4,16.0,1180
16,256,1.5,10.1,855
8,64,1.5,13.4,725
12,256,1.5,12.5,910
4,2048,2.4,10.1,1880
4,128,2.0,12.5,745
4,2048,2.3,12.5,1970
12,1024,2.5,14.0,1460
8,128,1.7,17.3,1205
16,1024,1.8,12.5,1580
32,512,1.9,11.6,1510
4,128,1.9,12.1,695
4,512,2.3,16.0,1285
8,1024,1.8,13.3,1470
16,128,1.8,12.5,975
4,256,1.7,12.5,820
32,64,1.8,13.3,1600
12,128,1.6,14.0,990
16,128,2.2,13.4,820
8,1024,2.3,15.6,1690
16,128,2.1,12.5,950
64,2048,2.5,12.1,2970
8,128,1.9,12.5,845
8,64,1.9,17.3,1035
4,2048,2.3,12.5,1790
8,256,2.3,13.4,805
64,256,2.5,12.5,1820
64,256,2.8,15.6,1980
64,64,2.6,16.0,2390
12,64,1.7,13.4,775
4,64,1.4,12.1,610
12,1024,2.5,17.3,1815
64,256,2.7,13.4,2135
32,128,2.5,14.0,1375
12,64,1.7,16.0,1100
4,512,1.8,10.1,850
64,64,2.6,13.3,1910
64,64,2.5,11.6,2030
4,2048,2.2,12.1,1910
8,64,2.1,15.6,900
4,512,1.7,12.5,810
32,512,2.7,15.6,1705
16,1024,2.4,13.4,1620
64,128,2.5,17.3,2130
16,256,2.0,15.6,940
12,2048,2.1,12.1,2115
64,256,2.2,16.0,2310
4,64,1.9,13.3,685
12,2048,2.3,10.1,1775
8,64,1.7,11.6,720
4,64,2.2,16.0,1025
8,128,2.1,13.3,865
8,512,2.3,12.5,975
64,1024,2.5,16.0,3105
8,256,1.6,13.4,890
12,128,2.1,13.4,930
32,256,2.3,11.6,1430
32,64,2.2,12.5,1305
8,256,2.1,15.6,1040
64,2048,3.0,15.6,2850
16,256,1.9,10.1,890
12,512,2.3,12.1,1000
4,2048,2.5,16.0,2325
16,512,1.8,12.1,1015
8,512,1.6,10.1,865
4,256,1.7,14.0,805
8,128,1.5,10.1,665
12,256,1.5,13.3,840
12,512,1.6,12.1,1015
32,128,2.4,12.5,1540
16,1024,1.8,11.6,1655
12,64,2.0,16.0,1080
64,1024,2.4,14.0,2650
64,2048,2.7,12.5,2945
4,128,1.7,16.0,995
16,512,1.8,15.6,1300
4,512,1.9,13.4,1050
12,1024,1.9,16.0,1640
64,256,2.7,14.0,2180
32,512,2.2,12.5,1710
64,1024,2.5,14.0,2380
16,256,2.3,15.6,1040
12,2048,2.0,10.1,1760
64,2048,3.0,10.1,2905
12,512,2.0,15.6,1105
32,512,1.8,12.5,1625
16,256,2.4,16.0,1190
64,128,2.3,16.0,2105
64,512,2.6,12.5,2265
32,256,2.1,14.0,1440
64,256,2.4,17.3,2460
64,256,2.6,16.0,2475
16,256,2.6,17.3,1410
4,512,1.7,13.3,855
64,1024,2.4,13.4,2880
4,1024,2.3,12.1,1255
64,512,2.3,14.0,2210
32,64,1.8,12.1,1380
12,64,1.5,13.4,780
4,128,1.8,17.3,1010
16,512,1.5,10.1,945
8,1024,1.9,11.6,1560
8,256,1.6,13.3,955
16,64,1.8,14.0,995
4,128,1.8,16.0,910
8,256,1.9,12.1,900
12,2048,2.3,12.1,1905
8,128,1.7,12.5,770
32,64,2.1,12.1,1510
8,256,2.1,16.0,1165
64,128,2.3,14.0,2125
4,256,1.7,15.6,815
4,512,2.3,16.0,1140
16,512,2.3,12.1,1030
16,2048,2.1,16.0,2585
4,128,2.0,11.6,740
16,128,1.8,17.3,1315
64,64,2.5,14.0,1980
16,1024,1.9,12.5,1635
32,512,2.2,17.3,1760
32,1024,2.1,10.1,1865
32,128,2.3,12.5,1615
12,256,2.1,16.0,1030
8,64,1.8,11.6,785
16,512,2.4,14.0,1105
8,256,1.8,15.6,945
32,512,1.9,12.1,1730
32,2048,2.3,12.5,2365
64,2048,2.4,12.5,2890
32,256,2.7,17.3,1975
64,1024,2.3,10.1,2755
64,128,2.7,12.5,1715
16,1024,1.7,12.5,1390
16,128,1.9,13.4,1020
4,256,2.2,13.4,860
16,256,1.5,10.1,980
64,1024,2.7,16.0,3070
16,64,2.4,15.6,975
16,2048,2.7,13.4,2175
64,256,2.3,12.5,1795
12,128,1.9,14.0,935
4,256,1.6,14.0,805
4,256,2.0,16.0,1090
8,2048,2.2,12.5,1875
8,128,2.1,13.3,760
16,64,2.0,15.6,1020
12,2048,2.5,13.4,1980
16,512,2.2,16.0,1215
16,512,2.3,12.5,1050
64,1024,2.2,12.5,2650
16,256,1.7,13.4,1085
8,64,1.9,10.1,730
16,512,2.2,11.6,1155
32,64,2.2,12.1,1295
64,1024,3.0,14.0,2705
32,256,2.7,17.3,1770
12,256,2.0,10.1,810
64,2048,3.0,15.6,3425
8,256,1.7,15.6,945
8,2048,2.4,12.1,1860
16,2048,2.2,12.5,2285
32,1024,2.6,14.0,2335
4,128,1.9,12.1,770
16,256,1.8,12.5,890
8,128,2.1,12.1,755
16,64,2.4,16.0,1045
32,128,2.1,15.6,1710
8,2048,2.3,12.5,2115
8,512,2.1,12.5,1060
64,512,2.2,14.0,2110
4,1024,1.9,12.1,1370
16,512,2.3,12.5,1025
8,256,1.6,13.3,770
12,64,2.0,11.6,735
4,2048,2.7,16.0,2125
4,1024,2.4,14.0,1460
8,128,1.8,12.5,850
4,128,1.6,13.4,710
32,64,2.1,13.3,1295
8,1024,1.9,14.0,1460
64,2048,2.7,10.1,3315
32,256,2.0,13.3,1575
4,1024,2.3,13.3,1455
12,128,1.9,15.6,925
4,128,1.7,12.1,680
32,2048,2.5,17.3,3215
4,64,2.1,11.6,725
16,2048,2.8,15.6,1925
32,512,2.4,10.1,1495
64,512,2.3,17.3,2470
12,128,1.8,13.4,950
4,128,1.4,12.1,790
16,64,2.0,12.5,765
64,256,2.7,12.1,2195
4,64,1.7,13.4,685
4,256,1.7,15.6,840
4,256,2.3,16.0,1030
12,512,1.7,13.3,1175
16,64,2.3,14.0,945
64,512,2.8,12.1,2205
16,256,2.2,11.6,955
64,1024,2.7,13.4,2510
8,512,2.1,10.1,820
4,1024,1.9,13.4,1270
32,1024,1.9,12.5,1890
8,64,2.3,15.6,830
64,128,2.5,15.6,2080
8,64,2.1,17.3,970
12,256,2.0,13.3,965
32,512,2.5,16.0,1885
32,64,2.3,12.1,1565
16,128,1.6,12.1,785
12,2048,2.7,16.0,2340
12,128,2.3,12.5,860
64,512,2.5,13.4,2070
64,128,2.4,16.0,2415
32,512,2.0,10.1,1525
4,2048,2.3,16.0,2295
4,128,2.0,11.6,725
16,128,1.8,12.5,1010
32,128,2.1,14.0,1355
32,1024,2.5,11.6,2285
